@RELATION "peg_in_hole_clearance"

@ATTRIBUTE cp0 NUMERIC
@ATTRIBUTE cp1 NUMERIC
@ATTRIBUTE cp2 NUMERIC
@ATTRIBUTE fv1 NUMERIC
@ATTRIBUTE fv2 NUMERIC
@ATTRIBUTE fv3 NUMERIC
@ATTRIBUTE fv4 NUMERIC
@ATTRIBUTE clearance NUMERIC

@DATA
0.759069884119,0.160448000000,1.020111775677,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.363151834221
0.759069884119,0.160448000000,0.828840817737,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.024884062066
0.759069884119,0.160448000000,0.765083831758,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.920489865839
0.759069884119,0.160448000000,0.701326845778,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.236267794674
0.759069884119,0.160448000000,0.637569859798,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.502921879679
0.759069884119,0.180960820513,0.956354789697,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.438122102262
0.759069884119,0.180960820513,0.765083831758,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.294676181254
0.759069884119,0.180960820513,0.701326845778,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.175540321668
0.759069884119,0.180960820513,0.637569859798,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.955584429485
0.759069884119,0.180960820513,0.573812873818,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.232704601710
0.759069884119,0.201473641026,0.701326845778,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.549751825355
0.759069884119,0.201473641026,0.637569859798,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.408246979291
0.759069884119,0.201473641026,0.573812873818,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.685658183288
0.759069884119,0.221986461538,0.637569859798,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.790822061145
0.759069884119,0.221986461538,0.573812873818,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.138611764866
0.759069884119,0.221986461538,0.510055887838,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.426079458291
0.759069884119,0.242499282051,0.637569859798,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.165134642969
0.759069884119,0.242499282051,0.573812873818,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.018561462309
0.759069884119,0.242499282051,0.510055887838,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.879287384575
0.759069884119,0.242499282051,0.446298901859,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.176459710735
0.759069884119,0.263012102564,0.573812873818,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.393048643960
0.759069884119,0.263012102564,0.510055887838,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.233611134449
0.759069884119,0.263012102564,0.446298901859,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.629886264194
0.759069884119,0.283524923077,0.510055887838,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.608344196087
0.759069884119,0.283524923077,0.446298901859,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.083312817653
0.759069884119,0.283524923077,0.382541915879,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.390039889870
0.759069884119,0.304037743590,0.446298901859,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.811629481576
0.759069884119,0.304037743590,0.382541915879,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.843650282884
0.759069884119,0.304037743590,0.318784929899,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.159397141393
0.759069884119,0.324550564103,0.446298901859,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.186677581331
0.759069884119,0.324550564103,0.382541915879,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.003484361323
0.759069884119,0.324550564103,0.318784929899,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.613157478484
0.759069884119,0.345063384615,0.382541915879,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.378914648150
0.759069884119,0.345063384615,0.318784929899,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.066917815575
0.759069884119,0.345063384615,0.255027943919,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.391500095245
0.759069884119,0.365576205128,0.318784929899,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.560340203188
0.759069884119,0.365576205128,0.255027943919,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.845377337058
0.759069884119,0.365576205128,0.191270957939,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.178358490540
0.759069884119,0.386089025641,0.255027943919,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.731481771590
0.759069884119,0.386089025641,0.191270957939,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.632320419460
0.759069884119,0.406601846154,0.255027943919,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.107870370499
0.759069884119,0.406601846154,0.191270957939,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.892844360859
0.759069884119,0.427114666667,0.191270957939,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.269805577435
0.738557063606,0.160448000000,0.828840817737,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.033134152696
0.738557063606,0.160448000000,0.765083831758,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.921704389339
0.738557063606,0.160448000000,0.701326845778,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.196957871474
0.738557063606,0.160448000000,0.637569859798,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.467598082622
0.738557063606,0.180960820513,0.765083831758,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.295890704754
0.738557063606,0.180960820513,0.701326845778,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.169795692605
0.738557063606,0.180960820513,0.637569859798,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.920260632428
0.738557063606,0.180960820513,0.573812873818,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.201332519040
0.738557063606,0.201473641026,0.701326845778,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.544007196292
0.738557063606,0.201473641026,0.637569859798,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.372923182234
0.738557063606,0.201473641026,0.573812873818,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.654286100619
0.738557063606,0.221986461538,0.637569859798,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.778192824542
0.738557063606,0.221986461538,0.573812873818,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.107239682197
0.738557063606,0.221986461538,0.510055887838,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.398625311278
0.738557063606,0.242499282051,0.637569859798,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.152505406366
0.738557063606,0.242499282051,0.573812873818,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.999120347090
0.738557063606,0.242499282051,0.510055887838,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.851833237563
0.738557063606,0.242499282051,0.446298901859,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.152890339642
0.738557063606,0.263012102564,0.573812873818,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.373607528740
0.738557063606,0.263012102564,0.510055887838,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.207429104879
0.738557063606,0.263012102564,0.446298901859,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.606316893102
0.738557063606,0.283524923077,0.510055887838,0.063458437500,0.213095000000,0.401903437500,0.601680000000,0.582162166517
0.738557063606,0.283524923077,0.446298901859,0.063458437500,0.213095000000,0.401903437500,0.601680000000,1.059743446561
