@RELATION "doesnt matter what is defined here, header is skipped"

@ATTRIBUTE x0 NUMERIC
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE class NUMERIC

@DATA
-3.99712630493670520448e-002,1.00280000000000160676e-003,5.47298970950800711677e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,6.19138330649052605684e-004
-3.99712630493670520448e-002,1.00280000000000160676e-003,4.10474228213100555962e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,1.17191784089851376571e-003
-3.99712630493670520448e-002,1.00280000000000160676e-003,2.73649485475400400247e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,1.24928859005267326246e-003
-3.99712630493670520448e-002,1.00280000000000160676e-003,1.36824742737700222328e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,7.06632778337096820534e-004
-3.99712630493670520448e-002,1.00280000000000160676e-003,4.44089209850062616169e-016,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,1.53937987430508493522e-004
-2.99712630493670501020e-002,1.00280000000000160676e-003,5.47298970950800711677e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,5.30115982292522986211e-004
-2.99712630493670501020e-002,1.00280000000000160676e-003,4.10474228213100555962e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,9.77272507204177479090e-004
-2.99712630493670501020e-002,1.00280000000000160676e-003,2.73649485475400400247e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,1.33795672465489203645e-003
-2.99712630493670501020e-002,1.00280000000000160676e-003,1.36824742737700222328e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,1.06110924811840708071e-003
-2.99712630493670501020e-002,1.00280000000000160676e-003,4.44089209850062616169e-016,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,6.20470166313862991209e-004
-1.99712630493670481591e-002,1.00280000000000160676e-003,5.47298970950800711677e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,4.57409158236943714365e-004
-1.99712630493670481591e-002,1.00280000000000160676e-003,4.10474228213100555962e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,7.87895243209919696539e-004
-1.99712630493670481591e-002,1.00280000000000160676e-003,2.73649485475400400247e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,1.07464113624634611394e-003
-1.99712630493670481591e-002,1.00280000000000160676e-003,1.36824742737700222328e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,1.20326231404903208691e-003
-1.99712630493670481591e-002,1.00280000000000160676e-003,4.44089209850062616169e-016,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,9.18343937035647492687e-004
-9.97126304936704795090e-003,1.00280000000000160676e-003,5.47298970950800711677e+000,0.00000000000000000000e+000,7.93230468750000076994e-003,2.66368750000000042988e-002,5.02379296875000019851e-002,7.52099999999999990763e-002,4.53615408269353098322e-004
